,MlsId,MlsName,DateListed,StreetAddress,Price,Bedrooms,Bathrooms,FullBathrooms,HalfBathrooms,ThreeQuarterBathrooms,Appliances,Rooms,Description
206,316010376,ITECH,2016-11-07 00:00:00,560 Chaparral Court,5000.00,3,,3,,,"Built-In Gas,Cooktop - Gas,Microwave,Oven","bedrooms,bathrooms","Set against the backdrop of the majestic San Gabriel Mountains, this beautiful single-level Spainsh home rests behind the gates of La Vina in Altadena. Enter through the lush courtyard to the front do"
143,16178144,CLAW,2016-11-07 00:00:00,1730 CAMINO PALMERO ST,395000.00,1,,1,,,"Built-Ins,Microwave,RangeOven","bedrooms,bathrooms","Great opportunity! 1 bedroom/1 bathroom condo, mins From the 101 & Hollywood Blvd. Well maintained cherry wood cabinets with stainless steel appliances. Double deep sink with modern Moen faucet & chro"
144,16178498,CLAW,2016-11-08 00:00:00,6237 BONSALL DR,30000.00,3,,3,1,,,"bedrooms,bathrooms",A prime flat ~1.5 acre lot w/ a unique use of modern finishes & innovative design by Vitus Matare. This private gated single story marvel is adorned w/ mature trees ranging from avocados to evergreens
208,316010451,ITECH,2016-11-09 00:00:00,2079 Skyview Drive,2175000.00,5,,5,,1,,"bedrooms,bathrooms",A dramatic backdrop of the San Gabriel Mountains and mature scenery frames the magnificent setting for this superb Mediterranean revival located in Altadena's premier estate area. Home to a celebrity 
146,16178870,CLAW,2016-11-09 00:00:00,255 MAIN ST,6495.00,2,,2,,,"Built-Ins,Range Hood,RangeOven","bedrooms,bathrooms","One of a kind 2 bedroom, 2 bath modern penthouse with loft plus ocean views. This New York style Penthouse has high ceilings, lots of natural light, and a sunken living room with fireplace! The open f"
207,316010426,ITECH,2016-11-10 00:00:00,391 West Harriet Street,650000.00,3,,2,,,RangeOven,"bedrooms,bathrooms","Wonderful traditional 3 bedrooms, 2 bathrooms home located in Altadena. Granite counter-tops in the kitchen and baths, newer cabinets throughout. Light and bright living room with fireplace, formal di"
148,16179108,CLAW,2016-11-10 00:00:00,1760 WELLESLEY DR,1749000.00,4,,3,,,"RangeOven,Oven","bedrooms,bathrooms","Don't miss this impressive 2,510sqft traditional located on a corner lot in Sunset Park. Perched up on top of the hill, this home has great views from the second level master suite. There are three ad"
129,16174844,CLAW,2016-11-10 00:00:00,11730 CHENAULT ST,3295000.00,4,,4,1,,Built-Ins,"bedrooms,bathrooms","Located in a highly desirable Brentwood location, this delightful Traditional home is filled with charm and character. Flooded with natural light, this home boasts three en-suite bedrooms upstairs, in"
150,16179532,CLAW,2016-11-11 00:00:00,5340 DENNY AVE,1100000.00,0,,,,,,None,"Approved 8-Unit construction project in the NoHo Arts District. The Project is stamped ""Ready-to-Issue"" and ready to go. A stone's throw from everything that the North Hollywood Arts District has to o"
209,316010501,ITECH,2016-11-11 00:00:00,3301 Vickers Drive,1150000.00,4,,1,1,1,,"bedrooms,bathrooms","Beautiful one owner home in prime Montecito Park location. This single story residence features 4 bedrooms, 2.5 baths. New wood flooring throughout most of the house. Spacious master suite with ample "
142,16178020,CLAW,2016-11-11 00:00:00,1290 OAKWOOD DR,1188000.00,2,,1,,1,"Range Hood,RangeOven","bedrooms,bathrooms","Come away to this enchanting cottage in an idyllic, creekside setting to escape the city hustle and relax. Verdant green lawns surround you as you stroll up the stone path to this two bedroom, two bat"
151,16179540,CLAW,2016-11-11 00:00:00,5625 CASE AVE,1650000.00,0,,,,,,None,"Bring your Developers! This property is perfect for a Small Lot Subdivision. Build 10 Units by Right. The site is made up of two full lots and a bit more for a total of over 16,000 square feet. With t"
145,16178844,CLAW,2016-11-11 00:00:00,1 EASTWIND ST,3695000.00,3,,2,1,,"Built-Ins,Microwave,RangeOven","bedrooms,bathrooms","Rising tall over a rare stretch of soft sand in Marina Del Rey, this epic Lorcan O'Herlihy-designed two level penthouse offers nearly 800 square feet of outdoor terrace including a rooftop lounge evoc"
147,16178966,CLAW,2016-11-11 00:00:00,942 VENEZIA AVE,1795000.00,2,,2,,,"Built-Ins,Microwave,RangeOven,Oven","bedrooms,bathrooms","Impeccably updated Spanish Modern in the heart of Venice Beach. A tall secluded hedge welcomes you to the grassy front yard and porch. A wide-open floor plan, live edge center island and large grassy "
149,16179426,CLAW,2016-11-11 00:00:00,330 S BARRINGTON AVE,749000.00,2,,2,,,"Built-Ins,RangeOven,Built-In And Free Standing","bedrooms,bathrooms","2+2 beautifully updated condo, located on the back of the complex and overlooking the park-like wooded area owned by the VA. This is a very idyllic and tranquil location that is convenient to everythi"
210,316010528,ITECH,2016-11-13 00:00:00,27815 Zion Court,569900.00,4,,3,,,Oven,"bedrooms,bathrooms",Beautiful Hillcrest home for sale with 4 bedrooms (1 downstairs) and 3 baths. Upon entering you will be greeted with a beautiful living room with high ceilings along with dining area. Enjoy entertaini
152,16179602,CLAW,2016-11-14 00:00:00,2919 GRAYSON AVE,3986000.00,3,,1,,1,"Built-In BBQ,Built-Ins,Microwave,RangeOven","bedrooms,bathrooms","Embodying the relaxed casual elegance and privacy of a European-style compound, this exquisitely designed contemporary home on a tree-lined Venice street is the realization of every coastal California"
211,316010536,ITECH,2016-11-14 00:00:00,5042 Indianola Way,2600000.00,5,,4,,,Built-In BBQ,"bedrooms,bathrooms","5042 Indianola Way is a one of a kind property, located on a desirable cul-de-sac in La Canada Flintridge, close to Paradise Canyon Elementary and town. This handsome single story traditional home fea"
153,16180182,CLAW,2016-11-16 00:00:00,308 N SYCAMORE AVE,1875000.00,3,,3,1,,"Range Hood,Microwave,RangeOven","bedrooms,bathrooms",This exquisite corner residence within Los Angeles' most distinguished pre-war building embraces the forgotten elegance of old-world European design while affording the modern comforts of present day 
213,316010650,ITECH,2016-11-17 00:00:00,20280 Allentown Drive,1299000.00,4,,3,1,,Built-In Gas,"bedrooms,bathrooms","Nestled on a breathtaking secluded lot in the esteemed Vista De Oro neighborhood, this completely re-imagined mid-century home marries pristine contemporary features with luxury amenities that wash aw"
154,16180298,CLAW,2016-11-17 00:00:00,731 N CHESTER AVE,1125000.00,3,,2,,,"RangeOven,Gas/Electric Range,Range Hood,Self Cleaning Oven","bedrooms,bathrooms",This 1913 Craftsman is situated in the highly sought after Bungalow Heaven district. The home evokes the soul of vintage craftsman with thoughtful upgrades for modern living.The living room has a fire
156,16181228,CLAW,2016-11-18 00:00:00,33583 MULHOLLAND HWY,7488000.00,4,,4,1,,"Built-In BBQ,Built-Ins,Range Hood,RangeOven","bedrooms,bathrooms","Set to awe-inspiring ocean views and soaring sandstone mountain peaks, this striking home, built by world-renowned Architect Ed Niles, affords the rare opportunity to live within the majesty of nature"
155,16181224,CLAW,2016-11-18 00:00:00,4714 LA VILLA MARINA,839000.00,2,,2,1,,"Built-Ins,RangeOven","bedrooms,bathrooms","Exquisitely renovated multilevel mid century town home 2 + 2.5 end unit with bonus office/nursery. Open floor plan. Spacious kitchen with stainless steel sink, oven and dishwasher. Cozy secluded patio"
212,316010634,ITECH,2016-11-18 00:00:00,574 Garfield Avenue,785000.00,2,,3,,,"Built-Ins,Microwave,Oven,RangeOven,Range Hood","bedrooms,bathrooms",Located in the prestigious and desirable Franciscan Woods. This tri-level townhouse is exceptional in every aspect. The newly built front deck is ideal for relaxing and entertaining with amazing views
214,316010702,ITECH,2016-11-18 07:45:06,545 Westgate Street,1025000.00,4,,1,,1,Built-In Gas,"bedrooms,bathrooms","ALARM IS ON.Two-story Victorian home with an inviting wraparound porch and lots of character throughout and many nice upgrades including copper plumbing, updated electrical and central air. Large livi"
